login_hour,login_frequency,device_change,location_change,resource_access_count,vip_access,transaction_count,download_volume,api_frequency,role_violation_count,session_duration,is_anomaly
16,2,0,0,7,0,12,114239,1.3,0,266,0
9,2,0,0,23,0,15,480799,6.07,0,284,0
9,4,0,0,26,0,15,140600,3.48,0,125,0
13,3,0,0,19,0,6,68166,5.3,0,345,0
12,3,0,0,20,0,15,338719,4.35,0,74,0
13,4,0,0,9,0,15,154573,5.5,0,438,0
17,2,0,0,25,0,19,466728,1.14,0,225,0
14,4,0,0,22,0,17,230372,7.39,0,287,0
14,4,0,0,13,0,7,63664,3.23,0,142,0
9,3,0,0,6,0,17,327574,3.5,0,329,0
12,2,0,0,8,0,9,394386,2.69,0,303,0
9,2,0,0,23,0,14,236019,7.55,0,462,0
11,2,0,0,12,0,20,216725,6.64,0,387,0
14,1,0,0,27,0,13,347612,4.95,0,318,0
12,4,0,0,22,0,11,142042,4.43,0,76,0
9,2,0,0,24,0,9,60448,4.69,0,30,0
14,2,0,0,30,0,6,228655,6.02,0,440,0
14,1,0,0,5,0,6,357552,5.93,0,102,0
10,3,0,0,7,0,13,419380,7.59,0,232,0
10,3,0,0,14,0,12,121539,7.83,0,404,0
15,4,0,0,25,0,12,141332,5.95,0,317,0
14,2,0,0,26,0,20,477008,2.23,0,187,0
13,2,0,0,10,0,2,418054,7.64,0,230,0
9,2,0,0,24,0,12,474047,7.77,0,143,0
10,4,0,0,9,0,12,440774,1.54,0,207,0
14,2,0,0,25,0,4,480787,5.96,0,357,0
14,4,0,0,5,0,10,159934,2.75,0,64,0
14,3,0,0,30,0,5,427704,1.01,0,227,0
16,4,0,0,10,0,15,308516,7.17,0,209,0
17,4,0,0,8,0,17,463521,7.05,0,363,0
12,2,0,0,19,0,4,469008,6.92,0,180,0
9,3,0,0,13,0,5,88902,3.39,0,222,0
11,1,0,0,22,0,4,227183,5.16,0,344,0
16,1,0,0,18,0,7,368409,7.23,0,110,0
9,1,0,0,15,0,8,149606,3.86,0,313,0
17,3,0,0,26,0,11,205923,2.66,0,55,0
15,4,0,0,9,0,3,239178,1.03,0,74,0
13,4,0,0,11,0,5,63492,2.45,0,356,0
13,1,0,0,20,0,5,211665,6.49,0,271,0
16,3,0,0,7,0,19,253175,2.29,0,225,0
14,2,0,0,19,0,3,188042,4.08,0,164,0
12,3,0,0,23,0,3,129235,6.27,0,371,0
10,1,0,0,26,0,13,473719,4.79,0,417,0
12,1,0,0,17,0,18,269483,7.76,0,381,0
16,2,0,0,20,0,11,91395,3.76,0,467,0
9,2,0,0,8,0,16,140638,7.64,0,115,0
12,2,0,0,9,0,3,271970,1.55,0,379,0
15,2,0,0,25,0,6,487312,5.17,0,193,0
10,1,0,0,17,0,19,258328,4.86,0,468,0
13,4,0,0,5,0,20,323972,6.47,0,87,0
15,2,0,0,9,0,20,358246,5.08,0,81,0
10,1,0,0,30,0,11,330826,7.16,0,479,0
15,3,0,0,17,0,17,349904,5.26,0,49,0
11,3,0,0,17,0,6,374138,5.26,0,385,0
15,1,0,0,17,0,12,412028,2.66,0,411,0
16,3,0,0,16,0,2,227139,6.72,0,185,0
13,3,0,0,20,0,5,169515,1.94,0,410,0
16,3,0,0,13,0,15,367183,5.52,0,126,0
16,2,0,0,18,0,17,448193,4.62,0,221,0
9,2,0,0,7,0,11,422018,4.55,0,99,0
17,1,0,0,10,0,8,486695,2.41,0,59,0
12,1,0,0,19,0,3,238940,5.93,0,170,0
14,4,0,0,21,0,14,383137,7.46,0,378,0
9,2,0,0,16,0,17,361449,4.12,0,475,0
16,3,0,0,16,0,7,489171,7.26,0,413,0
10,3,0,0,5,0,14,76031,2.14,0,322,0
12,2,0,0,25,0,9,405307,2.45,0,363,0
15,1,0,0,29,0,2,298563,7.38,0,361,0
11,1,0,0,12,0,10,368947,6.64,0,186,0
13,4,0,0,17,0,13,290647,2.76,0,268,0
13,4,0,0,23,0,5,53852,4.58,0,369,0
14,3,0,0,14,0,5,302569,1.45,0,171,0
14,3,0,0,13,0,11,148754,2.05,0,421,0
12,1,0,0,30,0,14,396308,3.24,0,101,0
9,4,0,0,14,0,10,269448,3.83,0,407,0
9,2,0,0,15,0,9,409828,4.74,0,431,0
16,3,0,0,21,0,11,493243,2.19,0,366,0
17,2,0,0,14,0,5,296824,1.9,0,162,0
17,2,0,0,26,0,12,393112,1.63,0,211,0
12,3,0,0,18,0,12,244868,2.82,0,180,0
16,1,0,0,20,0,3,382606,5.09,0,347,0
10,4,0,0,11,0,18,112818,7.07,0,225,0
17,3,0,0,18,0,3,497867,2.06,0,132,0
14,4,0,0,23,0,16,125090,3.21,0,396,0
11,1,0,0,20,0,12,380842,7.91,0,190,0
9,1,0,0,19,0,10,159776,6.33,0,116,0
11,4,0,0,30,0,4,117845,5.3,0,354,0
15,4,0,0,18,0,17,250968,1.03,0,303,0
12,3,0,0,5,0,12,446806,6.83,0,127,0
9,1,0,0,25,0,9,168628,5.85,0,206,0
13,2,0,0,8,0,14,313893,5.12,0,115,0
10,1,0,0,14,0,11,289036,6.09,0,335,0
17,3,0,0,18,0,6,229690,7.97,0,280,0
14,2,0,0,10,0,14,60026,2.6,0,402,0
11,2,0,0,28,0,2,359168,4.53,0,93,0
14,1,0,0,17,0,10,454356,4.74,0,54,0
9,1,0,0,25,0,2,75289,5.83,0,243,0
16,4,0,0,8,0,19,182507,4.32,0,108,0
12,1,0,0,14,0,15,396902,1.71,0,296,0
13,2,0,0,18,0,5,318217,6.03,0,90,0
13,1,0,0,30,0,5,310958,2.39,0,132,0
13,2,0,0,16,0,15,204849,2.12,0,310,0
16,2,0,0,27,0,17,223331,2.64,0,36,0
10,1,0,0,23,0,17,128194,7.65,0,429,0
17,1,0,0,28,0,5,184161,5.51,0,263,0
13,3,0,0,19,0,3,102328,6.69,0,477,0
9,3,0,0,16,0,12,273344,6.17,0,78,0
9,1,0,0,9,0,7,222312,3.5,0,254,0
13,1,0,0,16,0,12,145876,1.8,0,234,0
16,3,0,0,17,0,17,469377,3.95,0,438,0
11,1,0,0,9,0,3,492682,2.12,0,243,0
16,4,0,0,10,0,14,458506,3.51,0,44,0
11,4,0,0,20,0,5,265631,4.08,0,62,0
13,3,0,0,5,0,18,452406,6.21,0,400,0
12,3,0,0,21,0,18,410836,5.9,0,78,0
15,2,0,0,20,0,13,397975,5.73,0,227,0
11,1,0,0,5,0,7,315063,6.94,0,466,0
16,2,0,0,7,0,17,218104,2.69,0,172,0
9,2,0,0,22,0,14,261433,6.72,0,70,0
16,4,0,0,30,0,20,284932,1.62,0,285,0
16,3,0,0,8,0,17,440719,5.57,0,82,0
15,4,0,0,6,0,19,337885,1.0,0,76,0
13,2,0,0,25,0,16,228705,3.54,0,57,0
12,4,0,0,15,0,19,452347,5.34,0,272,0
14,4,0,0,8,0,5,448102,5.61,0,31,0
14,3,0,0,25,0,11,337147,4.65,0,389,0
10,1,0,0,10,0,17,123635,6.75,0,410,0
15,1,0,0,13,0,8,148326,1.85,0,466,0
15,2,0,0,19,0,8,425803,3.37,0,417,0
15,1,0,0,25,0,20,114602,6.41,0,260,0
16,2,0,0,20,0,2,328063,6.15,0,313,0
15,4,0,0,21,0,7,412711,5.05,0,404,0
11,1,0,0,17,0,12,314298,7.17,0,244,0
12,3,0,0,17,0,12,204231,4.17,0,98,0
11,4,0,0,24,0,18,206716,6.9,0,310,0
14,2,0,0,11,0,8,377243,6.0,0,381,0
14,2,0,0,27,0,7,314185,4.8,0,356,0
14,1,0,0,29,0,13,344796,4.36,0,322,0
15,3,0,0,18,0,2,324061,1.75,0,225,0
11,1,0,0,26,0,3,154806,2.87,0,432,0
11,3,0,0,26,0,10,126770,6.88,0,383,0
13,2,0,0,29,0,19,66937,3.51,0,261,0
10,2,0,0,28,0,19,253888,2.66,0,431,0
13,1,0,0,17,0,14,268400,7.7,0,380,0
14,1,0,0,5,0,10,156476,5.34,0,429,0
16,2,0,0,25,0,13,445893,5.12,0,408,0
12,2,0,0,14,0,16,143022,7.88,0,68,0
11,2,0,0,28,0,18,112575,3.64,0,249,0
13,3,0,0,9,0,7,356176,6.92,0,32,0
14,4,0,0,27,0,6,70940,2.08,0,195,0
9,3,0,0,20,0,20,338442,3.51,0,431,0
14,2,0,0,10,0,18,85744,6.5,0,111,0
15,4,0,0,7,0,13,165971,7.18,0,369,0
14,3,0,0,16,0,11,164528,7.65,0,346,0
17,4,0,0,22,0,2,110147,5.68,0,258,0
12,2,0,0,6,0,12,249949,7.41,0,88,0
15,3,0,0,22,0,11,62952,7.38,0,450,0
14,4,0,0,20,0,3,205416,7.29,0,128,0
14,1,0,0,8,0,7,455441,4.77,0,33,0
10,2,0,0,26,0,8,409349,3.97,0,83,0
12,4,0,0,25,0,4,441585,5.8,0,42,0
16,3,0,0,6,0,4,88403,1.38,0,436,0
13,1,0,0,23,0,9,185606,3.85,0,260,0
15,4,0,0,15,0,2,254211,5.71,0,303,0
9,1,0,0,29,0,20,73863,5.91,0,67,0
14,1,0,0,14,0,11,368015,1.61,0,421,0
16,4,0,0,17,0,2,298506,2.09,0,142,0
11,4,0,0,30,0,19,204653,7.72,0,103,0
13,3,0,0,5,0,19,341016,1.99,0,51,0
9,4,0,0,22,0,19,94630,3.13,0,413,0
14,2,0,0,18,0,18,124687,2.13,0,143,0
13,2,0,0,8,0,7,401785,6.6,0,466,0
9,4,0,0,25,0,19,88348,3.03,0,64,0
13,1,0,0,11,0,20,305428,7.66,0,212,0
11,2,0,0,8,0,11,374804,1.49,0,129,0
14,4,0,0,19,0,12,373140,5.62,0,385,0
11,3,0,0,30,0,12,274556,2.18,0,190,0
12,2,0,0,27,0,15,195059,6.88,0,98,0
14,4,0,0,19,0,16,238083,6.42,0,279,0
17,1,0,0,10,0,4,491341,2.96,0,453,0
11,2,0,0,13,0,4,431380,1.53,0,39,0
17,1,0,0,23,0,20,262407,6.38,0,138,0
9,3,0,0,22,0,19,297518,5.58,0,106,0
14,4,0,0,12,0,20,434422,7.0,0,98,0
16,1,0,0,17,0,13,313280,1.07,0,152,0
11,2,0,0,19,0,7,143923,4.96,0,319,0
11,4,0,0,16,0,3,164724,6.33,0,148,0
10,3,0,0,16,0,9,72443,5.68,0,295,0
14,4,0,0,20,0,16,74346,1.28,0,362,0
14,1,0,0,27,0,18,382171,6.81,0,457,0
13,2,0,0,17,0,14,241520,5.11,0,457,0
10,3,0,0,17,0,9,320727,3.84,0,448,0
14,4,0,0,30,0,17,366780,1.05,0,101,0
16,2,0,0,12,0,4,319767,5.5,0,138,0
11,2,0,0,10,0,13,365632,6.02,0,90,0
12,4,0,0,30,0,12,427621,1.79,0,375,0
16,4,0,0,11,0,20,134539,5.53,0,240,0
9,2,0,0,6,0,6,350672,5.15,0,98,0
17,1,0,0,23,0,6,79313,2.16,0,122,0
17,4,0,0,24,0,20,384297,1.13,0,398,0
13,1,0,0,11,0,16,367994,7.95,0,474,0
16,2,0,0,12,0,15,365012,2.0,0,328,0
11,3,0,0,10,0,12,287748,5.18,0,65,0
12,4,0,0,17,0,6,106922,1.12,0,297,0
17,4,0,0,9,0,5,143020,4.33,0,344,0
9,1,0,0,7,0,17,395711,1.91,0,338,0
17,1,0,0,29,0,15,323701,3.94,0,477,0
9,4,0,0,12,0,17,463954,6.38,0,209,0
10,4,0,0,9,0,10,300159,6.36,0,469,0
10,3,0,0,24,0,19,264248,2.8,0,32,0
9,1,0,0,21,0,2,246623,5.58,0,382,0
14,4,0,0,16,0,5,131148,3.98,0,329,0
13,3,0,0,22,0,15,346049,3.56,0,171,0
15,2,0,0,18,0,19,460930,4.9,0,121,0
14,4,0,0,13,0,11,352855,3.41,0,391,0
15,2,0,0,26,0,5,442070,2.61,0,430,0
11,1,0,0,11,0,18,260009,6.5,0,440,0
17,1,0,0,10,0,14,383382,1.04,0,76,0
11,4,0,0,24,0,15,96211,1.45,0,143,0
14,1,0,0,24,0,3,429843,3.69,0,235,0
17,3,0,0,27,0,3,455593,6.74,0,357,0
16,4,0,0,5,0,8,495942,5.6,0,441,0
17,3,0,0,11,0,3,461020,5.2,0,294,0
12,2,0,0,26,0,3,238607,2.67,0,30,0
11,1,0,0,13,0,14,235140,5.69,0,237,0
12,1,0,0,28,0,4,97272,4.85,0,401,0
17,3,0,0,16,0,10,168644,5.24,0,129,0
16,4,0,0,23,0,2,186895,2.23,0,289,0
10,1,0,0,21,0,11,228240,7.63,0,441,0
17,3,0,0,22,0,20,181146,5.86,0,223,0
16,2,0,0,29,0,12,456637,4.21,0,265,0
9,4,0,0,8,0,10,85417,3.68,0,433,0
12,2,0,0,30,0,12,266229,7.69,0,294,0
17,1,0,0,27,0,10,180158,3.01,0,234,0
14,1,0,0,22,0,7,299852,3.2,0,141,0
13,2,0,0,28,0,8,311619,6.16,0,150,0
12,3,0,0,11,0,9,156308,6.84,0,458,0
14,2,0,0,29,0,5,112850,7.44,0,376,0
16,1,0,0,29,0,19,72158,6.94,0,220,0
14,4,0,0,23,0,10,307323,2.28,0,421,0
17,3,0,0,17,0,9,443304,5.04,0,57,0
17,4,0,0,20,0,19,67072,4.52,0,231,0
11,4,0,0,8,0,18,291209,3.21,0,34,0
9,2,0,0,17,0,20,102820,3.28,0,343,0
13,2,0,0,22,0,10,174329,2.89,0,343,0
14,3,0,0,10,0,17,272268,2.47,0,388,0
14,3,0,0,17,0,10,286311,2.26,0,97,0
12,1,0,0,28,0,10,471573,2.65,0,251,0
15,2,0,0,9,0,6,297981,6.64,0,120,0
15,4,0,0,9,0,18,329960,6.04,0,432,0
16,3,0,0,13,0,19,347708,1.33,0,80,0
11,1,0,0,11,0,10,299843,6.87,0,79,0
16,3,0,0,13,0,13,238904,4.92,0,444,0
13,3,0,0,5,0,15,113563,3.46,0,377,0
12,2,0,0,29,0,11,236179,3.28,0,291,0
16,4,0,0,7,0,14,371736,3.01,0,353,0
11,2,0,0,25,0,12,271153,5.42,0,322,0
15,1,0,0,7,0,7,230158,2.6,0,192,0
13,3,0,0,24,0,14,192212,7.21,0,429,0
14,4,0,0,18,0,7,146409,6.98,0,94,0
12,3,0,0,28,0,4,160400,2.17,0,82,0
10,1,0,0,20,0,19,78220,1.18,0,233,0
17,1,0,0,8,0,10,374063,2.09,0,365,0
15,3,0,0,12,0,9,436711,2.99,0,350,0
11,2,0,0,21,0,7,64979,1.25,0,212,0
14,4,0,0,19,0,19,192823,4.84,0,99,0
17,2,0,0,23,0,16,380850,6.24,0,479,0
15,3,0,0,16,0,17,332941,2.59,0,75,0
16,3,0,0,16,0,15,186213,2.09,0,35,0
9,2,0,0,16,0,11,295994,4.75,0,382,0
16,4,0,0,14,0,2,451536,4.01,0,179,0
12,1,0,0,22,0,13,148865,3.88,0,317,0
15,4,0,0,12,0,7,424833,6.16,0,229,0
15,2,0,0,13,0,4,271375,5.38,0,294,0
13,3,0,0,25,0,19,474048,2.88,0,126,0
10,2,0,0,9,0,11,107858,5.46,0,346,0
16,3,0,0,27,0,17,148455,3.24,0,107,0
9,1,0,0,10,0,5,197909,2.88,0,396,0
16,1,0,0,12,0,4,129001,1.1,0,141,0
14,4,0,0,14,0,17,244719,4.25,0,435,0
9,3,0,0,7,0,6,79380,2.87,0,230,0
10,4,0,0,10,0,8,491208,2.75,0,225,0
9,1,0,0,29,0,9,251744,6.4,0,256,0
12,1,0,0,11,0,16,435520,6.4,0,296,0
12,4,0,0,17,0,11,219378,2.11,0,402,0
9,1,0,0,13,0,17,384768,3.09,0,214,0
9,2,0,0,8,0,9,381826,4.04,0,37,0
11,3,0,0,23,0,5,257517,6.52,0,34,0
9,4,0,0,27,0,6,244719,6.4,0,157,0
11,4,0,0,7,0,12,448228,5.38,0,60,0
14,2,0,0,27,0,19,464956,1.75,0,279,0
12,3,0,0,22,0,13,472327,7.24,0,405,0
12,1,0,0,27,0,14,237782,6.07,0,158,0
9,4,0,0,27,0,16,343089,3.06,0,386,0
16,2,0,0,23,0,7,335013,3.43,0,404,0
16,3,0,0,24,0,19,134066,1.48,0,109,0
16,3,0,0,13,0,19,242472,4.18,0,427,0
17,4,0,0,28,0,7,59814,5.34,0,216,0
12,3,0,0,28,0,4,395133,7.77,0,449,0
15,2,0,0,21,0,17,451465,4.86,0,343,0
13,3,0,0,18,0,12,107915,1.67,0,367,0
10,1,0,0,9,0,7,66396,2.41,0,278,0
12,1,0,0,6,0,20,386462,6.85,0,366,0
16,3,0,0,6,0,13,165722,5.24,0,66,0
9,2,0,0,25,0,17,486248,1.56,0,440,0
9,3,0,0,22,0,15,480978,3.58,0,392,0
9,3,0,0,21,0,3,434984,1.49,0,185,0
10,2,0,0,21,0,5,103071,6.08,0,302,0
15,2,0,0,11,0,18,394392,2.74,0,350,0
11,4,0,0,28,0,5,451753,5.47,0,213,0
16,4,0,0,8,0,7,465478,2.26,0,235,0
17,3,0,0,26,0,7,329917,7.99,0,256,0
14,3,0,0,22,0,12,492946,3.6,0,421,0
15,3,0,0,24,0,9,345250,4.82,0,222,0
17,3,0,0,16,0,16,284618,7.72,0,30,0
9,3,0,0,24,0,2,321376,1.95,0,184,0
9,3,0,0,12,0,8,498643,3.2,0,425,0
13,2,0,0,8,0,3,291366,3.49,0,100,0
13,3,0,0,23,0,9,172156,2.79,0,183,0
10,4,0,0,23,0,8,434966,1.54,0,196,0
16,2,0,0,20,0,20,479662,7.35,0,334,0
13,1,0,0,28,0,20,250040,1.55,0,58,0
14,3,0,0,18,0,15,113197,7.09,0,146,0
9,4,0,0,6,0,11,324927,1.29,0,306,0
11,3,0,0,21,0,9,130319,1.35,0,404,0
15,4,0,0,29,0,20,314623,1.63,0,251,0
13,4,0,0,9,0,6,226248,1.58,0,322,0
9,4,0,0,13,0,4,258942,4.51,0,426,0
11,2,0,0,20,0,19,153865,4.42,0,363,0
12,2,0,0,12,0,4,189595,6.44,0,195,0
10,1,0,0,26,0,15,272057,3.56,0,127,0
14,3,0,0,24,0,2,453534,3.13,0,209,0
16,2,0,0,19,0,3,478957,2.63,0,380,0
14,2,0,0,29,0,4,108915,6.18,0,154,0
11,3,0,0,5,0,12,413748,6.63,0,186,0
16,4,0,0,5,0,12,159581,6.18,0,138,0
12,3,0,0,22,0,17,376653,6.11,0,102,0
9,4,0,0,23,0,18,72797,2.79,0,60,0
13,2,0,0,30,0,10,77831,4.25,0,34,0
10,4,0,0,26,0,10,397593,6.96,0,367,0
14,1,0,0,5,0,11,390478,3.71,0,224,0
17,1,0,0,15,0,17,363055,4.72,0,125,0
12,4,0,0,22,0,2,70841,2.73,0,301,0
13,3,0,0,20,0,14,440275,2.1,0,207,0
14,3,0,0,25,0,11,173839,7.97,0,286,0
13,1,0,0,25,0,10,252988,7.23,0,447,0
9,3,0,0,12,0,6,229194,7.28,0,366,0
11,1,0,0,28,0,14,323006,7.72,0,343,0
12,4,0,0,12,0,20,130084,3.99,0,189,0
14,4,0,0,22,0,6,158400,5.57,0,327,0
17,2,0,0,9,0,11,410989,5.94,0,298,0
11,4,0,0,29,0,6,394054,7.53,0,110,0
14,1,0,0,22,0,19,427194,1.83,0,192,0
11,1,0,0,29,0,12,267076,7.73,0,185,0
16,3,0,0,9,0,8,105978,1.92,0,43,0
13,2,0,0,24,0,9,171064,5.81,0,213,0
10,4,0,0,9,0,18,493620,5.23,0,394,0
14,2,0,0,17,0,17,298432,1.96,0,128,0
12,1,0,0,18,0,2,191483,7.65,0,143,0
12,2,0,0,7,0,7,280311,7.07,0,280,0
14,4,0,0,12,0,15,262266,6.43,0,341,0
15,3,0,0,17,0,20,361325,4.75,0,358,0
9,1,0,0,19,0,16,483591,7.14,0,479,0
12,4,0,0,28,0,3,342395,3.71,0,421,0
9,2,0,0,14,0,16,258687,7.19,0,426,0
13,4,0,0,10,0,15,204360,5.29,0,57,0
17,2,0,0,19,0,16,97417,6.06,0,87,0
11,2,0,0,17,0,15,219586,4.16,0,121,0
16,2,0,0,19,0,4,181115,3.27,0,362,0
11,1,0,0,7,0,5,420266,4.15,0,215,0
10,4,0,0,28,0,18,370902,7.65,0,223,0
17,4,0,0,6,0,7,225737,4.96,0,367,0
11,2,0,0,9,0,7,453259,5.98,0,244,0
13,3,0,0,28,0,16,201404,5.39,0,90,0
11,2,0,0,5,0,10,56400,4.21,0,467,0
16,1,0,0,24,0,17,174716,2.52,0,367,0
16,4,0,0,18,0,16,91631,5.21,0,33,0
12,3,0,0,24,0,19,479979,6.78,0,55,0
11,2,0,0,6,0,13,69252,2.02,0,46,0
13,3,0,0,7,0,3,107088,3.92,0,121,0
11,3,0,0,24,0,20,462775,4.94,0,263,0
14,1,0,0,7,0,11,219251,3.58,0,224,0
10,4,0,0,22,0,4,203528,4.3,0,92,0
13,3,0,0,21,0,15,325065,2.47,0,137,0
9,1,0,0,23,0,18,95964,4.39,0,382,0
13,4,0,0,24,0,12,186136,4.68,0,349,0
14,2,0,0,24,0,20,310254,4.64,0,353,0
16,4,0,0,30,0,7,369504,2.63,0,178,0
12,1,0,0,8,0,2,293733,5.38,0,90,0
12,4,0,0,18,0,3,225003,3.45,0,442,0
12,1,0,0,25,0,8,411767,2.97,0,434,0
10,3,0,0,14,0,18,338355,3.27,0,33,0
10,3,0,0,15,0,14,429792,4.98,0,44,0
11,2,0,0,15,0,12,402569,4.35,0,272,0
9,2,0,0,20,0,6,378833,4.22,0,472,0
17,3,0,0,19,0,15,439328,1.39,0,296,0
13,3,0,0,22,0,19,59813,2.46,0,380,0
14,3,0,0,7,0,6,197041,6.89,0,203,0
15,2,0,0,23,0,14,148240,5.17,0,472,0
13,3,0,0,27,0,3,192342,3.9,0,284,0
12,3,0,0,19,0,11,163319,4.68,0,119,0
10,3,0,0,30,0,3,457786,2.41,0,77,0
16,1,0,0,30,0,17,312172,2.08,0,204,0
16,3,0,0,29,0,12,125127,6.39,0,80,0
17,2,0,0,11,0,3,290841,3.71,0,472,0
17,1,0,0,5,0,11,73084,5.81,0,334,0
10,3,0,0,19,0,3,104055,4.64,0,367,0
13,1,0,0,23,0,11,384941,7.24,0,194,0
12,2,0,0,14,0,10,329065,3.23,0,255,0
10,3,0,0,9,0,7,193464,1.8,0,348,0
17,1,0,0,11,0,19,233667,4.85,0,168,0
11,3,0,0,23,0,9,139797,1.5,0,343,0
14,4,0,0,6,0,6,65200,4.3,0,375,0
9,1,0,0,17,0,3,95151,3.99,0,121,0
16,3,0,0,14,0,12,478575,2.39,0,418,0
17,1,0,0,29,0,16,347685,1.92,0,446,0
16,1,0,0,19,0,11,408863,5.51,0,422,0
16,4,0,0,12,0,9,125351,7.03,0,345,0
13,3,0,0,17,0,7,416799,7.42,0,199,0
14,4,0,0,20,0,2,84270,4.33,0,209,0
16,4,0,0,10,0,11,452622,3.44,0,324,0
11,1,0,0,17,0,5,220849,4.89,0,66,0
13,4,0,0,17,0,20,266762,2.67,0,154,0
17,2,0,0,20,0,14,84634,3.38,0,446,0
15,4,0,0,23,0,12,335488,5.86,0,118,0
10,4,0,0,8,0,20,362515,4.24,0,314,0
10,4,0,0,10,0,11,262752,1.49,0,85,0
15,3,0,0,20,0,3,97465,2.52,0,101,0
9,2,0,0,26,0,6,287489,4.72,0,229,0
16,2,0,0,11,0,12,207147,4.99,0,377,0
13,4,0,0,27,0,13,96812,5.08,0,343,0
17,4,0,0,9,0,11,82721,3.58,0,311,0
9,1,0,0,27,0,19,480311,7.85,0,86,0
13,1,0,0,12,0,15,418166,5.13,0,350,0
14,4,0,0,17,0,14,278164,4.82,0,369,0
11,4,0,0,9,0,8,341200,3.69,0,214,0
15,2,0,0,14,0,6,120400,1.08,0,361,0
9,2,0,0,28,0,17,394943,4.06,0,99,0
10,2,0,0,25,0,15,289090,7.26,0,386,0
15,2,0,0,19,0,18,272363,4.86,0,260,0
15,3,0,0,12,0,7,272702,5.23,0,325,0
16,2,0,0,27,0,18,191164,3.88,0,309,0
14,1,0,0,6,0,20,303371,5.93,0,87,0
16,1,0,0,9,0,18,443521,6.45,0,268,0
17,1,0,0,21,0,4,178571,4.31,0,409,0
10,3,0,0,24,0,3,230117,4.75,0,35,0
16,4,0,0,21,0,17,350923,6.14,0,245,0
14,3,0,0,14,0,7,68521,5.87,0,335,0
13,3,0,0,6,0,17,353112,2.18,0,56,0
13,1,0,0,14,0,17,93259,1.89,0,69,0
13,3,0,0,9,0,10,194293,7.01,0,37,0
10,2,0,0,23,0,6,395587,4.13,0,443,0
11,3,0,0,30,0,9,304236,2.27,0,300,0
9,3,0,0,7,0,6,362236,7.54,0,108,0
16,4,0,0,29,0,14,174752,5.62,0,401,0
11,2,0,0,23,0,13,78482,5.5,0,416,0
10,1,0,0,10,0,16,259057,4.33,0,273,0
17,2,0,0,17,0,14,298821,2.84,0,301,0
15,1,0,0,14,0,16,250280,5.75,0,301,0
9,1,0,0,22,0,13,492624,4.02,0,363,0
13,3,0,0,13,0,10,470644,1.69,0,365,0
15,4,0,0,29,0,9,434991,5.7,0,424,0
12,3,0,0,26,0,7,214243,4.83,0,374,0
9,1,0,0,5,0,15,101222,4.68,0,380,0
16,3,0,0,12,0,11,182066,2.35,0,42,0
10,1,0,0,24,0,8,364250,5.47,0,392,0
10,1,0,0,24,0,6,247110,5.59,0,361,0
11,1,0,0,27,0,7,182820,3.06,0,368,0
10,4,0,0,13,0,15,412923,7.32,0,424,0
14,3,0,0,10,0,4,195378,6.44,0,225,0
15,3,0,0,6,0,10,476141,2.85,0,255,0
10,4,0,0,11,0,14,143555,5.52,0,85,0
11,4,0,0,11,0,5,281515,6.01,0,82,0
9,1,0,0,7,0,20,431443,2.75,0,258,0
9,4,0,0,9,0,2,69836,5.65,0,166,0
11,3,0,0,17,0,20,51941,4.61,0,424,0
16,4,0,0,18,0,14,492524,6.09,0,445,0
10,2,0,0,5,0,14,411371,6.73,0,276,0
10,3,0,0,15,0,11,260037,1.39,0,361,0
10,3,0,0,22,0,12,92182,6.89,0,419,0
13,2,0,0,10,0,19,70620,7.77,0,368,0
12,3,0,0,27,0,14,105977,5.41,0,213,0
16,1,0,0,25,0,16,435521,2.33,0,48,0
12,1,0,0,28,0,20,175034,4.42,0,62,0
17,3,0,0,20,0,19,487387,6.68,0,38,0
9,3,0,0,6,0,12,463022,6.05,0,237,0
10,2,0,0,30,0,18,290318,7.58,0,475,0
17,2,0,0,28,0,20,172151,7.47,0,48,0
11,4,0,0,25,0,2,297054,7.35,0,346,0
9,2,0,0,27,0,6,57531,2.21,0,55,0
13,1,0,0,19,0,7,487965,5.14,0,448,0
10,1,0,0,20,0,9,83087,6.63,0,248,0
14,4,0,0,15,0,5,408659,5.03,0,100,0
14,2,0,0,29,0,3,360947,2.21,0,62,0
10,3,0,0,9,0,15,138107,5.87,0,313,0
11,4,0,0,12,0,20,71337,1.93,0,435,0
15,2,0,0,5,0,17,92321,1.04,0,121,0
10,3,0,0,18,0,17,412995,1.89,0,103,0
13,4,0,0,18,0,9,141513,5.27,0,49,0
11,4,0,0,24,0,4,378829,6.79,0,184,0
14,4,0,0,5,0,19,173542,2.34,0,301,0
10,3,0,0,29,0,19,316097,2.53,0,424,0
12,3,0,0,6,0,8,109076,6.58,0,380,0
16,4,0,0,10,0,7,401347,7.46,0,57,0
14,3,0,0,11,0,15,181796,3.34,0,442,0
16,1,0,0,8,0,3,331731,2.23,0,432,0
9,4,0,0,21,0,5,87150,7.27,0,399,0
16,3,0,0,18,0,8,441688,5.74,0,196,0
12,1,0,0,15,0,9,101413,2.66,0,241,0
12,4,0,0,12,0,4,296934,5.1,0,57,0
15,2,0,0,11,0,16,143355,3.71,0,99,0
16,2,0,0,25,0,13,191397,2.42,0,95,0
9,1,0,0,13,0,6,108253,6.96,0,264,0
15,2,0,0,29,0,12,165266,7.2,0,339,0
11,2,0,0,23,0,19,498268,2.61,0,240,0
17,4,0,0,11,0,20,298244,6.86,0,172,0
